SC ID,SC Feed ID,SC Player Name,first_name,last_name,Fanfooty Player ID,Fanfooty Player Name,Footywire Name,AFL ID,AFL Name,Team,Position,Date of Birth,Jumper Number
33,1008543,Harry Schoenberg,Harry,Schoenberg,,,,,,ADE,MID,,
34,294733,Paul Seedsman,Paul,Seedsman,,,,,,ADE,MID,,
35,1006136,Lachlan Sholl,Lachlan,Sholl,,,,,,ADE,DEF,,
36,270963,Rory Sloane,Rory,Sloane,,,,,,ADE,MID,,
37,291748,Brodie Smith,Brodie,Smith,,,,,,ADE,DEF,,
38,997230,Tyson Stengle,Tyson,Stengle,,,,,,ADE,FWD,,
39,1008752,Kieran Strachan,Kieran,Strachan,,,,,,ADE,RUC FWD,,
40,280934,Daniel Talia,Daniel,Talia,,,,,,ADE,DEF,,
41,280506,Taylor Walker,Taylor,Walker,,,,,,ADE,FWD,,
42,295964,Patrick Wilson,Patrick,Wilson,,,,,,ADE,MID,,
43,1011981,Joshua Worrell,Joshua,Worrell,,,,,,ADE,DEF FWD,,
44,294168,Marcus Adams,Marcus,Adams,,,,,,BRL,DEF,,
45,298437,Callum Ah Chee,Callum,Ah Chee,,,,,,BRL,MID,,
46,998268,Jacob Allison,Jacob,Allison,,,,,,BRL,MID,,
47,996059,Harris Andrews,Harris,Andrews,,,,,,BRL,DEF,,
48,1005053,Noah Answerth,Noah,Answerth,,,,,,BRL,DEF,,
49,1002312,Zac Bailey,Zac,Bailey,,,,,,BRL,DEF MID,,
50,1002351,Connor Ballenden,Connor,Ballenden,,,,,,BRL,FWD,,
51,998133,Jarrod Berry,Jarrod,Berry,,,,,,BRL,MID,,
52,1006100,Thomas Berry,Thomas,Berry,,,,,,BRL,FWD,,
53,240302,Grant Birchall,Grant,Birchall,,,,,,BRL,DEF,,
54,990609,Charlie Cameron,Charlie,Cameron,,,,,,BRL,FWD,,
55,280918,Allen Christensen,Allen,Christensen,,,,,,BRL,FWD,,
56,1006059,Keidean Coleman,Keidean,Coleman,,,,,,BRL,MID FWD,,
57,994047,Cedric Cox,Cedric,Cox,,,,,,BRL,FWD,,
58,290326,Matt Eagles,Matt,Eagles,,,,,,BRL,DEF,,
59,293479,Cameron Ellis-Yolmen,Cameron,Ellis-Yolmen,,,,,,BRL,MID,,
60,1013532,Thomas Fullarton,Thomas,Fullarton,,,,,,BRL,FWD,,
61,296269,Darcy Gardiner,Darcy,Gardiner,,,,,,BRL,DEF,,
62,1004863,Mitchell Hinge,Mitchell,Hinge,,,,,,BRL,MID,,
63,993953,Eric Hipwood,Eric,Hipwood,,,,,,BRL,FWD,,
64,1006150,Tom Joyce,Tom,Joyce,,,,,,BRL,FWD MID,,
65,291548,Ryan Lester,Ryan,Lester,,,,,,BRL,DEF,,
66,998105,Corey Lyons,Corey,Lyons,,,,,,BRL,MID,,
67,293716,Jarryd Lyons,Jarryd,Lyons,,,,,,BRL,MID,,
68,1013978,James Madden,James,Madden,,,,,,BRL,DEF FWD,,
69,280763,Stefan Martin,Stefan,Martin,,,,,,BRL,RUC,,
70,993828,Rhys Mathieson,Rhys,Mathieson,,,,,,BRL,FWD MID,,
71,293581,Lincoln McCarthy,Lincoln,McCarthy,,,,,,BRL,FWD,,
72,1000978,Hugh McCluggage,Hugh,McCluggage,,,,,,BRL,MID,,
73,1006085,Connor McFadyen,Connor,McFadyen,,,,,,BRL,FWD,,
74,1005521,Oscar McInerney,Oscar,McInerney,,,,,,BRL,RUC FWD,,
75,297504,Daniel McStay,Daniel,McStay,,,,,,BRL,FWD,,
76,293535,Lachie Neale,Lachie,Neale,,,,,,BRL,MID,,
77,1002347,Jack Payne,Jack,Payne,,,,,,BRL,DEF,,
78,1009386,Jaxon Prior,Jaxon,Prior,,,,,,BRL,DEF,,
79,1002235,Cameron Rayner,Cameron,Rayner,,,,,,BRL,FWD,,
80,271072,Daniel Rich,Daniel,Rich,,,,,,BRL,DEF,,
81,1009385,Deven Robertson,Deven,Robertson,,,,,,BRL,MID,,
82,290311,Mitch Robinson,Mitch,Robinson,,,,,,BRL,MID,,
83,993836,Sam Skinner,Sam,Skinner,,,,,,BRL,FWD,,
84,992752,Archie Smith,Archie,Smith,,,,,,BRL,RUC,,
85,1009242,Brock Smith,Brock,Smith,,,,,,BRL,DEF,,
86,1006033,Ely Smith,Ely,Smith,,,,,,BRL,FWD MID,,
87,1002401,Brandon Starcevich,Brandon,Starcevich,,,,,,BRL,DEF MID,,
88,998128,Alex Witherden,Alex,Witherden,,,,,,BRL,DEF,,
89,1002244,Toby Wooller,Toby,Wooller,,,,,,BRL,FWD MID,,
90,261224,Dayne Zorko,Dayne,Zorko,,,,,,BRL,MID,,
91,240060,Eddie Betts,Eddie,Betts,,,,,,CAR,FWD,,
92,281124,Levi Casboult,Levi,Casboult,,,,,,CAR,DEF FWD,,
93,1008154,Matthew Cottrell,Matthew,Cottrell,,,,,,CAR,DEF,,
94,990704,Patrick Cripps,Patrick,Cripps,,,,,,CAR,MID,,
95,993795,David Cuningham,David,Cuningham,,,,,,CAR,FWD,,
96,996731,Charlie Curnow,Charlie,Curnow,,,,,,CAR,FWD,,
97,270146,Ed Curnow,Ed,Curnow,,,,,,CAR,MID,,
98,1004912,Tom De Koning,Tom,De Koning,,,,,,CAR,RUC,,
99,295518,Sam Docherty,Sam,Docherty,,,,,,CAR,DEF,,
100,1002256,Paddy Dow,Paddy,Dow,,,,,,CAR,FWD MID,,
101,999827,Zac Fisher,Zac,Fisher,,,,,,CAR,FWD MID,,
102,296200,Michael Gibbons,Michael,Gibbons,,,,,,CAR,FWD,,
103,298316,Hugh Goddard,Hugh,Goddard,,,,,,CAR,DEF,,
104,1002938,Josh Honey,Josh,Honey,,,,,,CAR,MID FWD,,
105,281078,Liam Jones,Liam,Jones,,,,,,CAR,DEF,,
106,1009241,Brodie Kemp,Brodie,Kemp,,,,,,CAR,MID,,
107,1001398,Matthew Kennedy,Matthew,Kennedy,,,,,,CAR,FWD,,
108,261299,Matthew Kreuzer,Matthew,Kreuzer,,,,,,CAR,RUC,,
109,296439,Darcy Lang,Darcy,Lang,,,,,,CAR,FWD,,
110,998226,Harrison Macreadie,Harrison,Macreadie,,,,,,CAR,DEF,,
111,298302,Caleb Marchbank,Caleb,Marchbank,,,,,,CAR,DEF,,
112,296190,Jack Martin,Jack,Martin,,,,,,CAR,FWD MID,,
113,297255,Mitch McGovern,Mitch,McGovern,,,,,,CAR,FWD,,
114,1000953,Harry McKay,Harry,McKay,,,,,,CAR,FWD,,
115,250105,Marc Murphy,Marc,Murphy,,,,,,CAR,MID,,
116,297907,Nic Newman,Nic,Newman,,,,,,CAR,DEF,,
117,1002259,Lochie O'Brien,Lochie,O'Brien,,,,,,CAR,MID,,
118,1011924,Finbar O'Dwyer,Finbar,O'Dwyer,,,,,,CAR,FWD,,
119,1013973,Matthew Owies,Matthew,Owies,,,,,,CAR,FWD,,
120,994539,Sam Petrevski-Seton,Sam,Petrevski-Seton,,,,,,CAR,DEF MID,,
121,1011861,Fraser Phillips,Fraser,Phillips,,,,,,CAR,FWD,,
122,1011929,Sam Philp,Sam,Philp,,,,,,CAR,MID,,
123,298290,Marc Pittonet,Marc,Pittonet,,,,,,CAR,RUC,,
124,294624,Lachie Plowman,Lachie,Plowman,,,,,,CAR,DEF,,
125,998100,Cameron Polson,Cameron,Polson,,,,,,CAR,FWD,,
126,1002942,Sam Ramsay,Sam,Ramsay,,,,,,CAR,MID,,
127,998215,Will Setterfield,Will,Setterfield,,,,,,CAR,MID,,
128,1011949,Ben Silvagni,Ben,Silvagni,,,,,,CAR,DEF,,
129,1001028,Jack Silvagni,Jack,Silvagni,,,,,,CAR,FWD,,
130,230202,Kade Simpson,Kade,Simpson,,,,,,CAR,DEF,,
131,1008312,Liam Stocker,Liam,Stocker,,,,,,CAR,DEF,,
132,1006094,Sam Walsh,Sam,Walsh,,,,,,CAR,MID,,
133,993832,Jacob Weitering,Jacob,Weitering,,,,,,CAR,DEF,,
134,998167,Tom Williamson,Tom,Williamson,,,,,,CAR,DEF,,
135,291776,Taylor Adams,Taylor,Adams,,,,,,COL,MID,,
136,1005013,Flynn Appleby,Flynn,Appleby,,,,,,COL,DEF,,
137,271001,Dayne Beams,Dayne,Beams,,,,,,COL,MID,,
138,1009186,Trent Bianco,Trent,Bianco,,,,,,COL,DEF MID,,
139,1008288,Atu Bosenavulagi,Atu,Bosenavulagi,,,,,,COL,FWD,,
140,293035,Tim Broomhead,Tim,Broomhead,,,,,,COL,FWD MID,,
141,1002770,Callum L. Brown,Callum L.,Brown,,,,,,COL,FWD,,
142,1008171,Tyler Brown,Tyler,Brown,,,,,,COL,MID,,
143,990291,Darcy Cameron,Darcy,Cameron,,,,,,COL,RUC FWD,,
144,998647,Mason Cox,Mason,Cox,,,,,,COL,FWD,,
145,293871,Jack Crisp,Jack,Crisp,,,,,,COL,DEF,,
146,1005054,Josh Daicos,Josh,Daicos,,,,,,COL,MID,,
147,994185,Jordan De Goey,Jordan,De Goey,,,,,,COL,FWD,,
148,293801,Jamie Elliott,Jamie,Elliott,,,,,,COL,FWD,,
149,270861,Levi Greenwood,Levi,Greenwood,,,,,,COL,DEF,,
150,293957,Brodie Grundy,Brodie,Grundy,,,,,,COL,RUC,,
151,291720,Will Hoskin-Elliott,Will,Hoskin-Elliott,,,,,,COL,FWD,,
152,291313,Jeremy Howe,Jeremy,Howe,,,,,,COL,DEF,,
153,1013974,Mark Keane,Mark,Keane,,,,,,COL,DEF,,
154,1008285,Will Kelly,Will,Kelly,,,,,,COL,FWD,,
155,295444,Tom Langdon,Tom,Langdon,,,,,,COL,DEF,,
156,1000960,Max Lynch,Max,Lynch,,,,,,COL,RUC,,
157,1010841,Jack Madgen,Jack,Madgen,,,,,,COL,DEF,,
158,992010,Brayden Maynard,Brayden,Maynard,,,,,,COL,DEF,,
159,280416,Chris Mayne,Chris,Mayne,,,,,,COL,MID,,
160,291849,Brody Mihocek,Brody,Mihocek,,,,,,COL,FWD,,
161,298288,Darcy Moore,Darcy,Moore,,,,,,COL,DEF,,
162,1005107,Nathan Murphy,Nathan,Murphy,,,,,,COL,DEF,,
163,1000072,John Noble,John,Noble,,,,,,COL,DEF,,
164,260257,Scott Pendlebury,Scott,Pendlebury,,,,,,COL,MID,,
165,996487,Tom Phillips,Tom,Phillips,,,,,,COL,MID,,
166,1008089,Isaac Quaynor,Isaac,Quaynor,,,,,,COL,DEF,,
167,1015793,Jay Rantall,Jay,Rantall,,,,,,COL,MID,,
168,240232,Ben Reid,Ben,Reid,,,,,,COL,FWD,,
169,280012,Jordan Roughead,Jordan,Roughead,,,,,,COL,DEF,,
170,1009383,Trey Ruscoe,Trey,Ruscoe,,,,,,COL,DEF MID,,
171,295012,Matthew Scharenberg,Matthew,Scharenberg,,,,,,COL,DEF,,
172,280965,Steele Sidebottom,Steele,Sidebottom,,,,,,COL,MID,,
173,1003029,Brayden Sier,Brayden,Sier,,,,,,COL,MID,,
174,1002240,Jaidyn Stephenson,Jaidyn,Stephenson,,,,,,COL,FWD,,
175,290289,Josh Thomas,Josh,Thomas,,,,,,COL,FWD,,
176,1013975,Anton Tohill,Anton,Tohill,,,,,,COL,FWD,,
177,291790,Adam Treloar,Adam,Treloar,,,,,,COL,MID,,
178,250290,Travis Varcoe,Travis,Varcoe,,,,,,COL,FWD,,
179,1001448,Rupert Wills,Rupert,Wills,,,,,,COL,MID,,
180,993797,Thomas Wilson,Thomas,Wilson,,,,,,COL,FWD,,
181,295599,Patrick Ambrose,Patrick,Ambrose,,,,,,ESS,DEF,,
182,1005721,Josh Begley,Josh,Begley,,,,,,ESS,FWD,,
183,261320,Tom Bellchambers,Tom,Bellchambers,,,,,,ESS,RUC,,
184,1011954,Nick Bryan,Nick,Bryan,,,,,,ESS,RUC,,
185,1009223,Ned Cahill,Ned,Cahill,,,,,,ESS,MID FWD,,
186,998109,Dylan Clarke,Dylan,Clarke,,,,,,ESS,MID,,
187,297406,Tom Cutler,Tom,Cutler,,,,,,ESS,MID,,
188,294518,Joe Daniher,Joe,Daniher,,,,,,ESS,FWD,,
189,1005577,Sam Draper,Sam,Draper,,,,,,ESS,RUC,,
190,296334,Orazio Fantasia,Orazio,Fantasia,,,,,,ESS,FWD,,
191,990816,Aaron Francis,Aaron,Francis,,,,,,ESS,DEF,,
192,297438,Martin Gleeson,Martin,Gleeson,,,,,,ESS,DEF,,
193,1011864,Noah Gown,Noah,Gown,,,,,,ESS,FWD,,
194,996232,Matt Guelfi,Matt,Guelfi,,,,,,ESS,MID,,
195,1008190,Brayden Ham,Brayden,Ham,,,,,,ESS,FWD MID,,
196,290629,Dyson Heppell,Dyson,Heppell,,,,,,ESS,MID,,
197,298407,Mitchell Hibberd,Mitchell,Hibberd,,,,,,ESS,MID,,
198,270588,Cale Hooker,Cale,Hooker,,,,,,ESS,DEF,,
199,270935,Michael Hurley,Michael,Hurley,,,,,,ESS,DEF,,
200,1006506,Lachlan Johnson,Lachlan,Johnson,,,,,,ESS,MID FWD,,
201,1011755,Harrison Jones,Harrison,Jones,,,,,,ESS,FWD,,
202,298630,Kyle Langford,Kyle,Langford,,,,,,ESS,FWD MID,,
203,298280,Jayden Laverde,Jayden,Laverde,,,,,,ESS,FWD,,
204,1018969,Cian McBride,Cian,McBride,,,,,,ESS,DEF,,
205,294092,Anthony McDonald-Tipungwuti,Anthony,McDonald-Tipungwuti,,,,,,ESS,FWD,,
206,998102,Andrew McGrath,Andrew,McGrath,,,,,,ESS,MID,,
207,997846,Conor McKenna,Conor,McKenna,,,,,,ESS,DEF,,
208,280038,Shaun McKernan,Shaun,McKernan,,,,,,ESS,FWD,,
209,1019156,Ross McQuillan,Ross,McQuillan,,,,,,ESS,DEF FWD,,
210,992016,Zach Merrett,Zach,Merrett,,,,,,ESS,MID,,
211,1006097,Irving Mosquito,Irving,Mosquito,,,,,,ESS,FWD,,
212,998212,Kobe Mutch,Kobe,Mutch,,,,,,ESS,MID,,
213,993817,Darcy Parish,Darcy,Parish,,,,,,ESS,FWD MID,,
214,294068,Andrew Phillips,Andrew,Phillips,,,,,,ESS,RUC,,
215,997078,Mason Redman,Mason,Redman,,,,,,ESS,DEF,,
216,1001026,Jordan Ridley,Jordan,Ridley,,,,,,ESS,DEF,,
217,295461,Adam Saad,Adam,Saad,,,,,,ESS,DEF,,
218,291783,Dylan Shiel,Dylan,Shiel,,,,,,ESS,MID,,
219,291771,Devon Smith,Devon,Smith,,,,,,ESS,FWD MID,,
220,990606,William Snelling,William,Snelling,,,,,,ESS,FWD,,
221,294654,James Stewart,James,Stewart,,,,,,ESS,FWD,,
222,293884,Jake Stringer,Jake,Stringer,,,,,,ESS,FWD,,
223,291891,Jacob Townsend,Jacob,Townsend,,,,,,ESS,FWD,,
224,270951,David Zaharakis,David,Zaharakis,,,,,,ESS,MID,,
225,1004034,Brandon Zerk-Thatcher,Brandon,Zerk-Thatcher,,,,,,ESS,DEF,,
226,296294,Blake Acres,Blake,Acres,,,,,,FRE,FWD MID,,
227,295067,James Aish,James,Aish,,,,,,FRE,DEF,,
228,998180,Bailey Banfield,Bailey,Banfield,,,,,,FRE,FWD,,
229,296371,Brett Bewley,Brett,Bewley,,,,,,FRE,FWD,,
230,298450,Connor Blakely,Connor,Blakely,,,,,,FRE,DEF,,
231,1002232,Andrew Brayshaw,Andrew,Brayshaw,,,,,,FRE,FWD MID,,
232,1017984,Isaiah Butters,Isaiah,Butters,,,,,,FRE,FWD,,
233,1006151,Jason Carter,Jason,Carter,,,,,,FRE,DEF,,
234,1002239,Adam Cerra,Adam,Cerra,,,,,,FRE,DEF,,
235,280988,Travis Colyer,Travis,Colyer,,,,,,FRE,FWD,,
236,290823,Reece Conca,Reece,Conca,,,,,,FRE,MID,,
237,997033,Brennan Cox,Brennan,Cox,,,,,,FRE,FWD,,
238,1002353,Mitchell Crowden,Mitchell,Crowden,,,,,,FRE,FWD,,
239,998145,Sean Darcy,Sean,Darcy,,,,,,FRE,RUC,,
240,1002372,Hugh Dixon,Hugh,Dixon,,,,,,FRE,FWD,,
241,998115,Taylin Duman,Taylin,Duman,,,,,,FRE,DEF,,
242,999321,Minairo Frederick,Minairo,Frederick,,,,,,FRE,FWD,,
243,291570,Nat Fyfe,Nat,Fyfe,,,,,,FRE,MID,,
244,1002354,Stefan Giro,Stefan,Giro,,,,,,FRE,MID,,
245,295222,Joel Hamling,Joel,Hamling,,,,,,FRE,DEF,,
246,1005988,Liam Henry,Liam,Henry,,,,,,FRE,MID FWD,,
247,280336,Stephen Hill,Stephen,Hill,,,,,,FRE,DEF FWD,,
248,296324,Jesse Hogan,Jesse,Hogan,,,,,,FRE,FWD,,
249,996580,Ethan Hughes,Ethan,Hughes,,,,,,FRE,DEF,,
250,990740,Rory Lobb,Rory,Lobb,,,,,,FRE,RUC,,
251,997933,Griffin Logue,Griffin,Logue,,,,,,FRE,DEF,,
252,290817,Brandon Matera,Brandon,Matera,,,,,,FRE,FWD,,
253,995192,Cam McCarthy,Cam,McCarthy,,,,,,FRE,FWD,,
254,1000980,Lloyd Meek,Lloyd,Meek,,,,,,FRE,RUC,,
255,240052,David Mundy,David,Mundy,,,,,,FRE,MID,,
256,1003132,Tom North,Tom,North,,,,,,FRE,MID,,
257,1005831,Dillon O'Reilly,Dillon,O'Reilly,,,,,,FRE,DEF,,
258,298409,Alex Pearce,Alex,Pearce,,,,,,FRE,DEF,,
259,1007854,Jarvis Pina,Jarvis,Pina,,,,,,FRE,DEF MID,,
260,998659,Luke Ryan,Luke,Ryan,,,,,,FRE,DEF,,
261,1000860,Lachlan Schultz,Lachlan,Schultz,,,,,,FRE,FWD,,
262,1009420,Caleb Serong,Caleb,Serong,,,,,,FRE,MID,,
263,1013611,Sam Sturt,Sam,Sturt,,,,,,FRE,FWD,,
264,992059,Sam Switkowski,Sam,Switkowski,,,,,,FRE,FWD,,
265,293854,Matt Taberner,Matt,Taberner,,,,,,FRE,FWD,,
266,1009381,Leno Thomas,Leno,Thomas,,,,,,FRE,DEF,,
267,993816,Darcy Tucker,Darcy,Tucker,,,,,,FRE,FWD MID,,
268,1004850,Luke Valente,Luke,Valente,,,,,,FRE,MID,,
269,281007,Michael Walters,Michael,Walters,,,,,,FRE,FWD MID,,
270,1004437,Tobe Watson,Tobe,Watson,,,,,,FRE,DEF,,
271,294125,Nathan Wilson,Nathan,Wilson,,,,,,FRE,DEF,,
272,1009256,Hayden Young,Hayden,Young,,,,,,FRE,DEF,,
273,998130,Ben Ainsworth,Ben,Ainsworth,,,,,,GCS,FWD MID,,
274,1009199,Noah Anderson,Noah,Anderson,,,,,,GCS,MID,,
275,1008882,Charlie Ballard,Charlie,Ballard,,,,,,GCS,DEF,,
276,998260,Jack Bowes,Jack,Bowes,,,,,,GCS,MID,,
277,998129,Will Brodie,Will,Brodie,,,,,,GCS,MID,,
278,1008454,Connor Budarick,Connor,Budarick,,,,,,GCS,MID FWD,,
279,1000068,Christopher Burgess,Christopher,Burgess,,,,,,GCS,DEF,,
280,295446,Sam Collins,Sam,Collins,,,,,,GCS,DEF,,
281,1009334,Matthew Conroy,Matthew,Conroy,,,,,,GCS,RUC,,
282,1005547,Joshua Corbett,Joshua,Corbett,,,,,,GCS,FWD,,
283,1002331,Jacob Dawson,Jacob,Dawson,,,,,,GCS,DEF,,
284,291753,Sam Day,Sam,Day,,,,,,GCS,FWD,,
285,293713,Brandon Ellis,Brandon,Ellis,,,,,,GCS,MID,,
286,991953,Corey Ellis,Corey,Ellis,,,,,,GCS,DEF,,
287,999715,Jy Farrar,Jy,Farrar,,,,,,GCS,FWD,,
288,993799,Brayden Fiorini,Brayden,Fiorini,,,,,,GCS,MID,,
289,1009260,Sam Flanders,Sam,Flanders,,,,,,GCS,MID FWD,,
290,1006110,Sam Fletcher,Sam,Fletcher,,,,,,GCS,MID,,
291,1006087,Caleb Graham,Caleb,Graham,,,,,,GCS,DEF,,
292,281091,Hugh Greenwood,Hugh,Greenwood,,,,,,GCS,FWD MID,,
293,270512,Pearce Hanley,Pearce,Hanley,,,,,,GCS,DEF,,
294,240254,Jarrod Harbrow,Jarrod,Harbrow,,,,,,GCS,DEF,,
295,1002328,Jacob Heron,Jacob,Heron,,,,,,GCS,FWD,,
296,297456,Nick Holman,Nick,Holman,,,,,,GCS,FWD,,
297,291964,Jack Hombsch,Jack,Hombsch,,,,,,GCS,DEF,,
298,293255,George Horlin-Smith,George,Horlin-Smith,,,,,,GCS,DEF MID,,
299,996064,Jesse Joyce,Jesse,Joyce,,,,,,GCS,DEF,,
300,1006144,Ben King,Ben,King,,,,,,GCS,FWD,,
301,294013,Sean Lemmens,Sean,Lemmens,,,,,,GCS,FWD MID,,
302,1004095,Jack Lukosius,Jack,Lukosius,,,,,,GCS,DEF FWD,,
303,996464,Darcy MacPherson,Darcy,MacPherson,,,,,,GCS,FWD MID,,
304,1000044,Jez McLennan,Jez,McLennan,,,,,,GCS,DEF,,
305,290671,Anthony Miles,Anthony,Miles,,,,,,GCS,MID,,
306,298272,Touk Miller,Touk,Miller,,,,,,GCS,MID,,
307,295942,Jordan Murdoch,Jordan,Murdoch,,,,,,GCS,DEF,,
308,1016116,Patrick Murtagh,Patrick,Murtagh,,,,,,GCS,FWD,,
309,1007881,Wil Powell,Wil,Powell,,,,,,GCS,MID,,
310,1001195,Izak Rankine,Izak,Rankine,,,,,,GCS,FWD,,
311,1006108,Mitchell Riordan,Mitchell,Riordan,,,,,,GCS,MID,,
312,1005986,Malcolm Rosas,Malcolm,Rosas,,,,,,GCS,FWD,,
313,1009208,Matthew Rowell,Matthew,Rowell,,,,,,GCS,MID,,
314,998511,Josh Schoenfeld,Josh,Schoenfeld,,,,,,GCS,FWD,,
315,294643,Alex Sexton,Alex,Sexton,,,,,,GCS,FWD,,
316,1009380,Jeremy Sharp,Jeremy,Sharp,,,,,,GCS,MID,,
317,280722,Zac Smith,Zac,Smith,,,,,,GCS,RUC,,
318,290832,David Swallow,David,Swallow,,,,,,GCS,MID,,
319,281075,Rory Thompson,Rory,Thompson,,,,,,GCS,DEF,,
320,1019157,Luke Towey,Luke,Towey,,,,,,GCS,DEF,,
321,298524,Lachie Weller,Lachie,Weller,,,,,,GCS,DEF,,
322,291975,Jarrod Witts,Jarrod,Witts,,,,,,GCS,RUC,,
323,298289,Peter Wright,Peter,Wright,,,,,,GCS,FWD,,
324,220001,Gary Ablett,Gary,Ablett,,,,,,GEE,FWD,,
325,994386,Tom Atkins,Tom,Atkins,,,,,,GEE,FWD,,
326,293883,Jed Bews,Jed,Bews,,,,,,GEE,DEF,,
327,296733,Mark Blicavs,Mark,Blicavs,,,,,,GEE,DEF,,
328,1006101,Oscar Brownless,Oscar,Brownless,,,,,,GEE,FWD,,
329,1006152,Jordan Clark,Jordan,Clark,,,,,,GEE,MID,,
330,999326,Bradley Close,Bradley,Close,,,,,,GEE,MID FWD,,
331,298336,Nakia Cockatoo,Nakia,Cockatoo,,,,,,GEE,MID FWD,,
332,1002242,Charlie Constable,Charlie,Constable,,,,,,GEE,MID,,
333,291526,Luke Dahlhaus,Luke,Dahlhaus,,,,,,GEE,FWD,,
334,270917,Patrick Dangerfield,Patrick,Dangerfield,,,,,,GEE,MID,,
335,1009229,Sam De Koning,Sam,De Koning,,,,,,GEE,DEF,,
336,281065,Mitch Duncan,Mitch,Duncan,,,,,,GEE,MID,,
337,1017255,Francis Evans,Francis,Evans,,,,,,GEE,FWD,,
338,1002228,Lachie Fogarty,Lachie,Fogarty,,,,,,GEE,MID,,
339,298211,Darcy Fort,Darcy,Fort,,,,,,GEE,FWD,,
340,290550,Cameron Guthrie,Cameron,Guthrie,,,,,,GEE,MID,,
341,1004870,Zach Guthrie,Zach,Guthrie,,,,,,GEE,DEF,,
342,261510,Tom Hawkins,Tom,Hawkins,,,,,,GEE,FWD,,
343,270326,Lachlan Henderson,Lachlan,Henderson,,,,,,GEE,DEF,,
344,1000937,Jack Henry,Jack,Henry,,,,,,GEE,DEF,,
345,1008940,Ben Jarvis,Ben,Jarvis,,,,,,GEE,DEF,,
346,294828,Josh Jenkins,Josh,Jenkins,,,,,,GEE,FWD,,
347,1004681,Jacob Kennerley,Jacob,Kennerley,,,,,,GEE,DEF,,
348,296291,Jake Kolodjashnij,Jake,Kolodjashnij,,,,,,GEE,DEF,,
349,997254,Nathan Kreuger,Nathan,Kreuger,,,,,,GEE,FWD,,
350,294199,Sam Menegola,Sam,Menegola,,,,,,GEE,MID,,
351,1004938,Gryan Miers,Gryan,Miers,,,,,,GEE,FWD,,
352,999824,Quinton Narkle,Quinton,Narkle,,,,,,GEE,MID,,
353,1007102,Mark O'Connor,Mark,O'Connor,,,,,,GEE,DEF,,
354,1013977,Stefan Okunbor,Stefan,Okunbor,,,,,,GEE,DEF,,
355,298419,Brandan Parfitt,Brandan,Parfitt,,,,,,GEE,FWD MID,,
356,993798,James Parsons,James,Parsons,,,,,,GEE,MID,,
357,1002220,Esava Ratugolea,Esava,Ratugolea,,,,,,GEE,FWD,,
358,291357,Gary Rohan,Gary,Rohan,,,,,,GEE,FWD,,
359,1008202,Blake Schlensog,Blake,Schlensog,,,,,,GEE,FWD,,
