,round_number,match_name,team_id,team_name,team_coach,team_points,opposition_team_id,opposition_team_name,opposition_team_coach,opposition_team_points,Rank,Opponent Rank
0,10,Luke vs Anthony,14003,Gov Is In The Air,Luke,1668,10836,Cumming for the DB,Anthony,1514,6.0,8.0
0,10,Lester vs Simon,11125,Sloane Andreas,Simon,1595,10883,Love is Hind,Lester,1802,7.0,2.0
0,10,Luke vs Anthony,10836,Cumming for the DB,Anthony,1514,14003,Gov Is In The Air,Luke,1668,8.0,6.0
0,11,Lester vs Anthony,10836,Cumming for the DB,Anthony,1941,10883,Love is Hind,Lester,1702,1.0,7.0
0,11,Paul vs Luke,14003,Gov Is In The Air,Luke,1873,5535,We're the Millers,Paul,1746,2.0,5.0
0,11,Simon vs Mark,10834,Dunkley's Donuts,Mark,1862,11125,Sloane Andreas,Simon,1592,3.0,8.0
0,11,Jordan vs James,63015,Wolf of Walsh St,Jordan,1754,10882,Take Me To Parish,James,1709,4.0,6.0
0,11,Paul vs Luke,5535,We're the Millers,Paul,1746,14003,Gov Is In The Air,Luke,1873,5.0,2.0
0,11,Jordan vs James,10882,Take Me To Parish,James,1709,63015,Wolf of Walsh St,Jordan,1754,6.0,4.0
0,11,Lester vs Anthony,10883,Love is Hind,Lester,1702,10836,Cumming for the DB,Anthony,1941,7.0,1.0
0,11,Simon vs Mark,11125,Sloane Andreas,Simon,1592,10834,Dunkley's Donuts,Mark,1862,8.0,3.0
0,12,Simon vs James,10882,Take Me To Parish,James,1633,11125,Sloane Andreas,Simon,1448,1.0,3.0
0,12,Mark vs Anthony,10834,Dunkley's Donuts,Mark,1632,10836,Cumming for the DB,Anthony,1190,2.0,7.0
0,12,Simon vs James,11125,Sloane Andreas,Simon,1448,10882,Take Me To Parish,James,1633,3.0,1.0
0,12,Paul vs Jordan,63015,Wolf of Walsh St,Jordan,1444,5535,We're the Millers,Paul,1121,4.0,8.0
0,12,Lester vs Luke,10883,Love is Hind,Lester,1258,14003,Gov Is In The Air,Luke,1240,5.0,6.0
0,12,Lester vs Luke,14003,Gov Is In The Air,Luke,1240,10883,Love is Hind,Lester,1258,6.0,5.0
0,12,Mark vs Anthony,10836,Cumming for the DB,Anthony,1190,10834,Dunkley's Donuts,Mark,1632,7.0,2.0
0,12,Paul vs Jordan,5535,We're the Millers,Paul,1121,63015,Wolf of Walsh St,Jordan,1444,8.0,4.0
0,13,Simon vs Jordan,63015,Wolf of Walsh St,Jordan,1727,11125,Sloane Andreas,Simon,1539,1.0,4.0
0,13,Mark vs Luke,14003,Gov Is In The Air,Luke,1557,10834,Dunkley's Donuts,Mark,1308,2.0,5.0
0,13,Paul vs Lester,10883,Love is Hind,Lester,1544,5535,We're the Millers,Paul,1245,3.0,7.0
0,13,Simon vs Jordan,11125,Sloane Andreas,Simon,1539,63015,Wolf of Walsh St,Jordan,1727,4.0,1.0
0,13,Mark vs Luke,10834,Dunkley's Donuts,Mark,1308,14003,Gov Is In The Air,Luke,1557,5.0,2.0
0,13,Anthony vs James,10882,Take Me To Parish,James,1297,10836,Cumming for the DB,Anthony,1111,6.0,8.0
0,13,Paul vs Lester,5535,We're the Millers,Paul,1245,10883,Love is Hind,Lester,1544,7.0,3.0
0,13,Anthony vs James,10836,Cumming for the DB,Anthony,1111,10882,Take Me To Parish,James,1297,8.0,6.0
0,14,Anthony vs Jordan,63015,Wolf of Walsh St,Jordan,1673,10836,Cumming for the DB,Anthony,1614,1.0,2.0
0,14,Anthony vs Jordan,10836,Cumming for the DB,Anthony,1614,63015,Wolf of Walsh St,Jordan,1673,2.0,1.0
0,14,Paul vs Simon,11125,Sloane Andreas,Simon,1433,5535,We're the Millers,Paul,1367,3.0,5.0
0,14,James vs Luke,14003,Gov Is In The Air,Luke,1388,10882,Take Me To Parish,James,753,4.0,8.0
0,14,Paul vs Simon,5535,We're the Millers,Paul,1367,11125,Sloane Andreas,Simon,1433,5.0,3.0
0,14,Mark vs Lester,10834,Dunkley's Donuts,Mark,1272,10883,Love is Hind,Lester,1172,6.0,7.0
0,14,Mark vs Lester,10883,Love is Hind,Lester,1172,10834,Dunkley's Donuts,Mark,1272,7.0,6.0
0,14,James vs Luke,10882,Take Me To Parish,James,753,14003,Gov Is In The Air,Luke,1388,8.0,4.0
0,15,Paul vs Mark,5535,We're the Millers,Paul,1978,10834,Dunkley's Donuts,Mark,1762,1.0,5.0
0,15,Anthony vs Simon,10836,Cumming for the DB,Anthony,1790,11125,Sloane Andreas,Simon,1734,2.5,6.0
0,15,James vs Lester,10882,Take Me To Parish,James,1790,10883,Love is Hind,Lester,1767,2.5,4.0
0,15,James vs Lester,10883,Love is Hind,Lester,1767,10882,Take Me To Parish,James,1790,4.0,2.5
0,15,Paul vs Mark,10834,Dunkley's Donuts,Mark,1762,5535,We're the Millers,Paul,1978,5.0,1.0
0,15,Anthony vs Simon,11125,Sloane Andreas,Simon,1734,10836,Cumming for the DB,Anthony,1790,6.0,2.5
0,15,Luke vs Jordan,14003,Gov Is In The Air,Luke,1669,63015,Wolf of Walsh St,Jordan,1648,7.0,8.0
0,15,Luke vs Jordan,63015,Wolf of Walsh St,Jordan,1648,14003,Gov Is In The Air,Luke,1669,8.0,7.0
0,16,Jordan vs Lester,10883,Love is Hind,Lester,2119,63015,Wolf of Walsh St,Jordan,1741,1.0,5.0
0,16,James vs Mark,10882,Take Me To Parish,James,1804,10834,Dunkley's Donuts,Mark,1785,2.0,3.0
0,16,James vs Mark,10834,Dunkley's Donuts,Mark,1785,10882,Take Me To Parish,James,1804,3.0,2.0
0,16,Paul vs Anthony,10836,Cumming for the DB,Anthony,1780,5535,We're the Millers,Paul,1632,4.0,7.0
0,16,Jordan vs Lester,63015,Wolf of Walsh St,Jordan,1741,10883,Love is Hind,Lester,2119,5.0,1.0
0,16,Luke vs Simon,14003,Gov Is In The Air,Luke,1719,11125,Sloane Andreas,Simon,1438,6.0,8.0
0,16,Paul vs Anthony,5535,We're the Millers,Paul,1632,10836,Cumming for the DB,Anthony,1780,7.0,4.0
0,16,Luke vs Simon,11125,Sloane Andreas,Simon,1438,14003,Gov Is In The Air,Luke,1719,8.0,6.0
0,17,Paul vs James,5535,We're the Millers,Paul,1866,10882,Take Me To Parish,James,1829,1.0,2.0
0,17,Paul vs James,10882,Take Me To Parish,James,1829,5535,We're the Millers,Paul,1866,2.0,1.0
0,17,Lester vs Simon,10883,Love is Hind,Lester,1812,11125,Sloane Andreas,Simon,1741,3.0,7.0
0,17,Luke vs Anthony,14003,Gov Is In The Air,Luke,1787,10836,Cumming for the DB,Anthony,1688,4.0,8.0
0,17,Jordan vs Mark,63015,Wolf of Walsh St,Jordan,1760,10834,Dunkley's Donuts,Mark,1746,5.0,6.0
0,17,Jordan vs Mark,10834,Dunkley's Donuts,Mark,1746,63015,Wolf of Walsh St,Jordan,1760,6.0,5.0
0,17,Lester vs Simon,11125,Sloane Andreas,Simon,1741,10883,Love is Hind,Lester,1812,7.0,3.0
0,17,Luke vs Anthony,10836,Cumming for the DB,Anthony,1688,14003,Gov Is In The Air,Luke,1787,8.0,4.0
0,18,Lester vs Anthony,10883,Love is Hind,Lester,1942,10836,Cumming for the DB,Anthony,1763,1.0,4.0
0,18,Simon vs Mark,10834,Dunkley's Donuts,Mark,1795,11125,Sloane Andreas,Simon,1608,2.0,7.0
0,18,Paul vs Luke,5535,We're the Millers,Paul,1794,14003,Gov Is In The Air,Luke,1714,3.0,5.0
0,18,Lester vs Anthony,10836,Cumming for the DB,Anthony,1763,10883,Love is Hind,Lester,1942,4.0,1.0
0,18,Paul vs Luke,14003,Gov Is In The Air,Luke,1714,5535,We're the Millers,Paul,1794,5.0,3.0
0,18,Jordan vs James,10882,Take Me To Parish,James,1633,63015,Wolf of Walsh St,Jordan,1476,6.0,8.0
0,18,Simon vs Mark,11125,Sloane Andreas,Simon,1608,10834,Dunkley's Donuts,Mark,1795,7.0,2.0
0,18,Jordan vs James,63015,Wolf of Walsh St,Jordan,1476,10882,Take Me To Parish,James,1633,8.0,6.0
